"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Stamford School District","900173070","2008-2009","Female","Student Enrollment","Number","7207"
"Stamford School District","900173070","2008-2009","Male","Student Enrollment","Number","7749"
"Stamford School District","900173070","2009-2010","Female","Student Enrollment","Number","7299"
"Stamford School District","900173070","2009-2010","Male","Student Enrollment","Number","7835"
"Stamford School District","900173070","2010-2011","Female","Student Enrollment","Number","7493"
"Stamford School District","900173070","2010-2011","Male","Student Enrollment","Number","7897"
"Stamford School District","900173070","2011-2012","Female","Student Enrollment","Number","7543"
"Stamford School District","900173070","2011-2012","Male","Student Enrollment","Number","8028"
"Stamford School District","900173070","2012-2013","Female","Student Enrollment","Number","7654"
"Stamford School District","900173070","2012-2013","Male","Student Enrollment","Number","8180"
"Stamford School District","900173070","2013-2014","Female","Student Enrollment","Number","7711"
"Stamford School District","900173070","2013-2014","Male","Student Enrollment","Number","8216"
"Stamford School District","900173070","2014-2015","Female","Student Enrollment","Number","7842"
"Stamford School District","900173070","2014-2015","Male","Student Enrollment","Number","8243"
"Stamford School District","900173070","2015-2016","Female","Student Enrollment","Number","7756"
"Stamford School District","900173070","2015-2016","Male","Student Enrollment","Number","8190"
"Stamford School District","900173070","2016-2017","Female","Student Enrollment","Number","7788"
"Stamford School District","900173070","2016-2017","Male","Student Enrollment","Number","8312"
"Sterling School District","","2007-2008","Female","Student Enrollment","Number","220"
"Sterling School District","","2007-2008","Male","Student Enrollment","Number","284"
"Sterling School District","","2008-2009","Female","Student Enrollment","Number","236"
"Sterling School District","","2008-2009","Male","Student Enrollment","Number","277"
"Sterling School District","","2009-2010","Female","Student Enrollment","Number","236"
"Sterling School District","","2009-2010","Male","Student Enrollment","Number","272"
"Sterling School District","","2010-2011","Female","Student Enrollment","Number","227"
"Sterling School District","","2010-2011","Male","Student Enrollment","Number","259"
"Sterling School District","","2011-2012","Female","Student Enrollment","Number","228"
"Sterling School District","","2011-2012","Male","Student Enrollment","Number","266"
"Sterling School District","","2012-2013","Female","Student Enrollment","Number","227"
"Sterling School District","","2012-2013","Male","Student Enrollment","Number","275"
"Sterling School District","","2013-2014","Female","Student Enrollment","Number","220"
"Sterling School District","","2013-2014","Male","Student Enrollment","Number","265"
"Sterling School District","","2014-2015","Female","Student Enrollment","Number","210"
"Sterling School District","","2014-2015","Male","Student Enrollment","Number","257"
"Sterling School District","","2015-2016","Female","Student Enrollment","Number","200"
"Sterling School District","","2015-2016","Male","Student Enrollment","Number","254"
"Sterling School District","","2016-2017","Female","Student Enrollment","Number","200"
"Sterling School District","","2016-2017","Male","Student Enrollment","Number","231"
"Stonington School District","901173770","2007-2008","Female","Student Enrollment","Number","1229"
"Stonington School District","901173770","2007-2008","Male","Student Enrollment","Number","1320"
"Stonington School District","901173770","2008-2009","Female","Student Enrollment","Number","1230"
"Stonington School District","901173770","2008-2009","Male","Student Enrollment","Number","1296"
"Stonington School District","901173770","2009-2010","Female","Student Enrollment","Number","1243"
"Stonington School District","901173770","2009-2010","Male","Student Enrollment","Number","1295"
"Stonington School District","901173770","2010-2011","Female","Student Enrollment","Number","1213"
"Stonington School District","901173770","2010-2011","Male","Student Enrollment","Number","1302"
"Stonington School District","901173770","2011-2012","Female","Student Enrollment","Number","1162"
"Stonington School District","901173770","2011-2012","Male","Student Enrollment","Number","1268"
"Stonington School District","901173770","2012-2013","Female","Student Enrollment","Number","1138"
"Stonington School District","901173770","2012-2013","Male","Student Enrollment","Number","1231"
"Stonington School District","901173770","2013-2014","Female","Student Enrollment","Number","1124"
"Stonington School District","901173770","2013-2014","Male","Student Enrollment","Number","1196"
"Stonington School District","901173770","2014-2015","Female","Student Enrollment","Number","1085"
"Stonington School District","901173770","2014-2015","Male","Student Enrollment","Number","1182"
"Stonington School District","901173770","2015-2016","Female","Student Enrollment","Number","1042"
"Stonington School District","901173770","2015-2016","Male","Student Enrollment","Number","1132"
"Stonington School District","901173770","2016-2017","Female","Student Enrollment","Number","1032"
"Stonington School District","901173770","2016-2017","Male","Student Enrollment","Number","1076"
"Stratford School District","900174190","2007-2008","Female","Student Enrollment","Number","3669"
"Stratford School District","900174190","2007-2008","Male","Student Enrollment","Number","3771"
"Stratford School District","900174190","2008-2009","Female","Student Enrollment","Number","3636"
"Stratford School District","900174190","2008-2009","Male","Student Enrollment","Number","3731"
"Stratford School District","900174190","2009-2010","Female","Student Enrollment","Number","3653"
"Stratford School District","900174190","2009-2010","Male","Student Enrollment","Number","3728"
"Stratford School District","900174190","2010-2011","Female","Student Enrollment","Number","3640"
"Stratford School District","900174190","2010-2011","Male","Student Enrollment","Number","3698"
"Stratford School District","900174190","2011-2012","Female","Student Enrollment","Number","3587"
"Stratford School District","900174190","2011-2012","Male","Student Enrollment","Number","3713"
"Stratford School District","900174190","2012-2013","Female","Student Enrollment","Number","3519"
"Stratford School District","900174190","2012-2013","Male","Student Enrollment","Number","3720"
"Stratford School District","900174190","2013-2014","Female","Student Enrollment","Number","3503"
"Stratford School District","900174190","2013-2014","Male","Student Enrollment","Number","3713"
"Stratford School District","900174190","2014-2015","Female","Student Enrollment","Number","3463"
"Stratford School District","900174190","2014-2015","Male","Student Enrollment","Number","3597"
"Stratford School District","900174190","2015-2016","Female","Student Enrollment","Number","3390"
"Stratford School District","900174190","2015-2016","Male","Student Enrollment","Number","3511"
"Stratford School District","900174190","2016-2017","Female","Student Enrollment","Number","3334"
"Stratford School District","900174190","2016-2017","Male","Student Enrollment","Number","3522"
"Suffield School District","900374540","2007-2008","Female","Student Enrollment","Number","1303"
"Suffield School District","900374540","2007-2008","Male","Student Enrollment","Number","1291"
"Suffield School District","900374540","2008-2009","Female","Student Enrollment","Number","1297"
"Suffield School District","900374540","2008-2009","Male","Student Enrollment","Number","1282"
"Suffield School District","900374540","2009-2010","Female","Student Enrollment","Number","1289"
"Suffield School District","900374540","2009-2010","Male","Student Enrollment","Number","1281"
