"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Capitol Region Education Council","","2011-2012","Male","Student Enrollment","Number","2839"
"Capitol Region Education Council","","2012-2013","Female","Student Enrollment","Number","3066"
"Capitol Region Education Council","","2012-2013","Male","Student Enrollment","Number","3192"
"Capitol Region Education Council","","2013-2014","Female","Student Enrollment","Number","3535"
"Capitol Region Education Council","","2013-2014","Male","Student Enrollment","Number","3642"
"Capitol Region Education Council","","2014-2015","Female","Student Enrollment","Number","3971"
"Capitol Region Education Council","","2014-2015","Male","Student Enrollment","Number","4195"
"Capitol Region Education Council","","2015-2016","Female","Student Enrollment","Number","4022"
"Capitol Region Education Council","","2015-2016","Male","Student Enrollment","Number","4332"
"Capitol Region Education Council","","2016-2017","Female","Student Enrollment","Number","4171"
"Capitol Region Education Council","","2016-2017","Male","Student Enrollment","Number","4419"
"Chaplin School District","","2007-2008","Female","Student Enrollment","Number","100"
"Chaplin School District","","2007-2008","Male","Student Enrollment","Number","110"
"Chaplin School District","","2008-2009","Female","Student Enrollment","Number","84"
"Chaplin School District","","2008-2009","Male","Student Enrollment","Number","94"
"Chaplin School District","","2009-2010","Female","Student Enrollment","Number","83"
"Chaplin School District","","2009-2010","Male","Student Enrollment","Number","90"
"Chaplin School District","","2010-2011","Female","Student Enrollment","Number","94"
"Chaplin School District","","2010-2011","Male","Student Enrollment","Number","93"
"Chaplin School District","","2011-2012","Female","Student Enrollment","Number","90"
"Chaplin School District","","2011-2012","Male","Student Enrollment","Number","92"
"Chaplin School District","","2012-2013","Female","Student Enrollment","Number","91"
"Chaplin School District","","2012-2013","Male","Student Enrollment","Number","94"
"Chaplin School District","","2013-2014","Female","Student Enrollment","Number","91"
"Chaplin School District","","2013-2014","Male","Student Enrollment","Number","92"
"Chaplin School District","","2014-2015","Female","Student Enrollment","Number","78"
"Chaplin School District","","2014-2015","Male","Student Enrollment","Number","100"
"Chaplin School District","","2015-2016","Female","Student Enrollment","Number","79"
"Chaplin School District","","2015-2016","Male","Student Enrollment","Number","97"
"Chaplin School District","","2016-2017","Female","Student Enrollment","Number","74"
"Chaplin School District","","2016-2017","Male","Student Enrollment","Number","84"
"Charter School for Young Children on Asylum Hill","","2007-2008","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2007-2008","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2008-2009","Female","Student Enrollment","Number","70"
"Charter School for Young Children on Asylum Hill","","2008-2009","Male","Student Enrollment","Number","66"
"Charter School for Young Children on Asylum Hill","","2009-2010","Female","Student Enrollment","Number","104"
"Charter School for Young Children on Asylum Hill","","2009-2010","Male","Student Enrollment","Number","81"
"Charter School for Young Children on Asylum Hill","","2010-2011","Female","Student Enrollment","Number","118"
"Charter School for Young Children on Asylum Hill","","2010-2011","Male","Student Enrollment","Number","107"
"Charter School for Young Children on Asylum Hill","","2011-2012","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2011-2012","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Male","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Female","Student Enrollment","Number","-6666"
"Charter School for Young Children on Asylum Hill","","2016-2017","Male","Student Enrollment","Number","-6666"
"Cheshire School District","900914160","2007-2008","Female","Student Enrollment","Number","2489"
"Cheshire School District","900914160","2007-2008","Male","Student Enrollment","Number","2655"
"Cheshire School District","900914160","2008-2009","Female","Student Enrollment","Number","2437"
"Cheshire School District","900914160","2008-2009","Male","Student Enrollment","Number","2595"
"Cheshire School District","900914160","2009-2010","Female","Student Enrollment","Number","2424"
"Cheshire School District","900914160","2009-2010","Male","Student Enrollment","Number","2547"
"Cheshire School District","900914160","2010-2011","Female","Student Enrollment","Number","2363"
"Cheshire School District","900914160","2010-2011","Male","Student Enrollment","Number","2462"
"Cheshire School District","900914160","2011-2012","Female","Student Enrollment","Number","2369"
"Cheshire School District","900914160","2011-2012","Male","Student Enrollment","Number","2440"
"Cheshire School District","900914160","2012-2013","Female","Student Enrollment","Number","2302"
"Cheshire School District","900914160","2012-2013","Male","Student Enrollment","Number","2372"
"Cheshire School District","900914160","2013-2014","Female","Student Enrollment","Number","2259"
"Cheshire School District","900914160","2013-2014","Male","Student Enrollment","Number","2361"
"Cheshire School District","900914160","2014-2015","Female","Student Enrollment","Number","2220"
"Cheshire School District","900914160","2014-2015","Male","Student Enrollment","Number","2331"
"Cheshire School District","900914160","2015-2016","Female","Student Enrollment","Number","2140"
"Cheshire School District","900914160","2015-2016","Male","Student Enrollment","Number","2273"
"Cheshire School District","900914160","2016-2017","Female","Student Enrollment","Number","2111"
"Cheshire School District","900914160","2016-2017","Male","Student Enrollment","Number","2247"
"Chester School District","","2007-2008","Female","Student Enrollment","Number","175"
"Chester School District","","2007-2008","Male","Student Enrollment","Number","166"
"Chester School District","","2008-2009","Female","Student Enrollment","Number","171"
"Chester School District","","2008-2009","Male","Student Enrollment","Number","148"
"Chester School District","","2009-2010","Female","Student Enrollment","Number","163"
"Chester School District","","2009-2010","Male","Student Enrollment","Number","136"
"Chester School District","","2010-2011","Female","Student Enrollment","Number","147"
"Chester School District","","2010-2011","Male","Student Enrollment","Number","128"
"Chester School District","","2011-2012","Female","Student Enrollment","Number","141"
"Chester School District","","2011-2012","Male","Student Enrollment","Number","119"
"Chester School District","","2012-2013","Female","Student Enrollment","Number","135"
"Chester School District","","2012-2013","Male","Student Enrollment","Number","117"
"Chester School District","","2013-2014","Female","Student Enrollment","Number","127"
"Chester School District","","2013-2014","Male","Student Enrollment","Number","101"
"Chester School District","","2014-2015","Female","Student Enrollment","Number","129"
"Chester School District","","2014-2015","Male","Student Enrollment","Number","90"
"Chester School District","","2015-2016","Female","Student Enrollment","Number","122"
"Chester School District","","2015-2016","Male","Student Enrollment","Number","89"
"Chester School District","","2016-2017","Female","Student Enrollment","Number","103"
"Chester School District","","2016-2017","Male","Student Enrollment","Number","103"
"Clinton School District","900715350","2007-2008","Female","Student Enrollment","Number","1069"
"Clinton School District","900715350","2007-2008","Male","Student Enrollment","Number","1044"
"Clinton School District","900715350","2008-2009","Female","Student Enrollment","Number","1056"
"Clinton School District","900715350","2008-2009","Male","Student Enrollment","Number","1035"
"Clinton School District","900715350","2009-2010","Female","Student Enrollment","Number","1010"
"Clinton School District","900715350","2009-2010","Male","Student Enrollment","Number","1025"
"Clinton School District","900715350","2010-2011","Female","Student Enrollment","Number","1006"
"Clinton School District","900715350","2010-2011","Male","Student Enrollment","Number","1043"
"Clinton School District","900715350","2011-2012","Female","Student Enrollment","Number","974"
"Clinton School District","900715350","2011-2012","Male","Student Enrollment","Number","1038"
"Clinton School District","900715350","2012-2013","Female","Student Enrollment","Number","962"
"Clinton School District","900715350","2012-2013","Male","Student Enrollment","Number","1027"
"Clinton School District","900715350","2013-2014","Female","Student Enrollment","Number","958"
"Clinton School District","900715350","2013-2014","Male","Student Enrollment","Number","1003"
"Clinton School District","900715350","2014-2015","Female","Student Enrollment","Number","922"
"Clinton School District","900715350","2014-2015","Male","Student Enrollment","Number","966"
"Clinton School District","900715350","2015-2016","Female","Student Enrollment","Number","900"
"Clinton School District","900715350","2015-2016","Male","Student Enrollment","Number","922"
"Clinton School District","900715350","2016-2017","Female","Student Enrollment","Number","875"
"Clinton School District","900715350","2016-2017","Male","Student Enrollment","Number","915"
"Colchester School District","901115910","2007-2008","Female","Student Enrollment","Number","1620"
"Colchester School District","901115910","2007-2008","Male","Student Enrollment","Number","1642"
"Colchester School District","901115910","2008-2009","Female","Student Enrollment","Number","1591"
"Colchester School District","901115910","2008-2009","Male","Student Enrollment","Number","1606"
"Colchester School District","901115910","2009-2010","Female","Student Enrollment","Number","1583"
"Colchester School District","901115910","2009-2010","Male","Student Enrollment","Number","1645"
"Colchester School District","901115910","2010-2011","Female","Student Enrollment","Number","1538"
"Colchester School District","901115910","2010-2011","Male","Student Enrollment","Number","1563"
"Colchester School District","901115910","2011-2012","Female","Student Enrollment","Number","1503"
"Colchester School District","901115910","2011-2012","Male","Student Enrollment","Number","1528"
"Colchester School District","901115910","2012-2013","Female","Student Enrollment","Number","1431"
"Colchester School District","901115910","2012-2013","Male","Student Enrollment","Number","1462"
"Colchester School District","901115910","2013-2014","Female","Student Enrollment","Number","1365"
"Colchester School District","901115910","2013-2014","Male","Student Enrollment","Number","1379"
"Colchester School District","901115910","2014-2015","Female","Student Enrollment","Number","1314"
"Colchester School District","901115910","2014-2015","Male","Student Enrollment","Number","1340"
"Colchester School District","901115910","2015-2016","Female","Student Enrollment","Number","1265"
"Colchester School District","901115910","2015-2016","Male","Student Enrollment","Number","1298"
"Colchester School District","901115910","2016-2017","Female","Student Enrollment","Number","1241"
"Colchester School District","901115910","2016-2017","Male","Student Enrollment","Number","1247"
"Colebrook School District","","2007-2008","Female","Student Enrollment","Number","67"
"Colebrook School District","","2007-2008","Male","Student Enrollment","Number","56"
"Colebrook School District","","2008-2009","Female","Student Enrollment","Number","60"
"Colebrook School District","","2008-2009","Male","Student Enrollment","Number","56"
"Colebrook School District","","2009-2010","Female","Student Enrollment","Number","60"
"Colebrook School District","","2009-2010","Male","Student Enrollment","Number","59"
"Colebrook School District","","2010-2011","Female","Student Enrollment","Number","58"
"Colebrook School District","","2010-2011","Male","Student Enrollment","Number","54"
"Colebrook School District","","2011-2012","Female","Student Enrollment","Number","51"
"Colebrook School District","","2011-2012","Male","Student Enrollment","Number","48"
"Colebrook School District","","2012-2013","Female","Student Enrollment","Number","51"
"Colebrook School District","","2012-2013","Male","Student Enrollment","Number","53"
"Colebrook School District","","2013-2014","Female","Student Enrollment","Number","45"
"Colebrook School District","","2013-2014","Male","Student Enrollment","Number","54"
"Colebrook School District","","2014-2015","Female","Student Enrollment","Number","39"
"Colebrook School District","","2014-2015","Male","Student Enrollment","Number","52"
"Colebrook School District","","2015-2016","Female","Student Enrollment","Number","37"
"Colebrook School District","","2015-2016","Male","Student Enrollment","Number","47"
"Colebrook School District","","2016-2017","Female","Student Enrollment","Number","31"
"Colebrook School District","","2016-2017","Male","Student Enrollment","Number","47"
"Columbia School District","","2007-2008","Female","Student Enrollment","Number","297"
"Columbia School District","","2007-2008","Male","Student Enrollment","Number","296"
"Columbia School District","","2008-2009","Female","Student Enrollment","Number","287"
"Columbia School District","","2008-2009","Male","Student Enrollment","Number","292"
"Columbia School District","","2009-2010","Female","Student Enrollment","Number","276"
"Columbia School District","","2009-2010","Male","Student Enrollment","Number","284"
"Columbia School District","","2010-2011","Female","Student Enrollment","Number","272"
"Columbia School District","","2010-2011","Male","Student Enrollment","Number","273"
"Columbia School District","","2011-2012","Female","Student Enrollment","Number","275"
"Columbia School District","","2011-2012","Male","Student Enrollment","Number","255"
"Columbia School District","","2012-2013","Female","Student Enrollment","Number","266"
"Columbia School District","","2012-2013","Male","Student Enrollment","Number","245"
"Columbia School District","","2013-2014","Female","Student Enrollment","Number","237"
"Columbia School District","","2013-2014","Male","Student Enrollment","Number","237"
"Columbia School District","","2014-2015","Female","Student Enrollment","Number","228"
"Columbia School District","","2014-2015","Male","Student Enrollment","Number","230"
"Columbia School District","","2015-2016","Female","Student Enrollment","Number","217"
"Columbia School District","","2015-2016","Male","Student Enrollment","Number","237"
"Columbia School District","","2016-2017","Female","Student Enrollment","Number","207"
"Columbia School District","","2016-2017","Male","Student Enrollment","Number","227"
"Common Ground High School District","","2007-2008","Female","Student Enrollment","Number","78"
"Common Ground High School District","","2007-2008","Male","Student Enrollment","Number","74"
"Common Ground High School District","","2008-2009","Female","Student Enrollment","Number","79"
"Common Ground High School District","","2008-2009","Male","Student Enrollment","Number","76"
"Common Ground High School District","","2009-2010","Female","Student Enrollment","Number","82"
"Common Ground High School District","","2009-2010","Male","Student Enrollment","Number","78"
"Common Ground High School District","","2010-2011","Female","Student Enrollment","Number","80"
"Common Ground High School District","","2010-2011","Male","Student Enrollment","Number","83"
"Common Ground High School District","","2011-2012","Female","Student Enrollment","Number","72"
"Common Ground High School District","","2011-2012","Male","Student Enrollment","Number","93"
"Common Ground High School District","","2012-2013","Female","Student Enrollment","Number","80"
"Common Ground High School District","","2012-2013","Male","Student Enrollment","Number","89"
"Common Ground High School District","","2013-2014","Female","Student Enrollment","Number","82"
"Common Ground High School District","","2013-2014","Male","Student Enrollment","Number","98"
"Common Ground High School District","","2014-2015","Female","Student Enrollment","Number","80"
"Common Ground High School District","","2014-2015","Male","Student Enrollment","Number","100"
"Common Ground High School District","","2015-2016","Female","Student Enrollment","Number","79"
"Common Ground High School District","","2015-2016","Male","Student Enrollment","Number","107"
"Common Ground High School District","","2016-2017","Female","Student Enrollment","Number","86"
"Common Ground High School District","","2016-2017","Male","Student Enrollment","Number","114"
"Connecticut","9","2007-2008","Female","Student Enrollment","Number","277658"
"Connecticut","9","2007-2008","Male","Student Enrollment","Number","297190"
"Connecticut","9","2008-2009","Female","Student Enrollment","Number","276266"
"Connecticut","9","2008-2009","Male","Student Enrollment","Number","294780"
"Connecticut","9","2009-2010","Female","Student Enrollment","Number","274575"
"Connecticut","9","2009-2010","Male","Student Enrollment","Number","293217"
"Connecticut","9","2010-2011","Female","Student Enrollment","Number","272989"
"Connecticut","9","2010-2011","Male","Student Enrollment","Number","291510"
"Connecticut","9","2011-2012","Female","Student Enrollment","Number","269917"
"Connecticut","9","2011-2012","Male","Student Enrollment","Number","288460"
"Connecticut","9","2012-2013","Female","Student Enrollment","Number","268241"
"Connecticut","9","2012-2013","Male","Student Enrollment","Number","286563"
"Connecticut","9","2013-2014","Female","Student Enrollment","Number","265936"
"Connecticut","9","2013-2014","Male","Student Enrollment","Number","283941"
"Connecticut","9","2014-2015","Female","Student Enrollment","Number","264341"
"Connecticut","9","2014-2015","Male","Student Enrollment","Number","282006"
"Connecticut","9","2015-2016","Female","Student Enrollment","Number","261970"
"Connecticut","9","2015-2016","Male","Student Enrollment","Number","279845"
"Connecticut","9","2016-2017","Female","Student Enrollment","Number","260768"
"Connecticut","9","2016-2017","Male","Student Enrollment","Number","278125"
"Connecticut Technical High School System","","2007-2008","Female","Student Enrollment","Number","3624"
"Connecticut Technical High School System","","2007-2008","Male","Student Enrollment","Number","6349"
"Connecticut Technical High School System","","2008-2009","Female","Student Enrollment","Number","3755"
"Connecticut Technical High School System","","2008-2009","Male","Student Enrollment","Number","6502"
"Connecticut Technical High School System","","2009-2010","Female","Student Enrollment","Number","3834"
"Connecticut Technical High School System","","2009-2010","Male","Student Enrollment","Number","6635"
"Connecticut Technical High School System","","2010-2011","Female","Student Enrollment","Number","3940"
"Connecticut Technical High School System","","2010-2011","Male","Student Enrollment","Number","6703"
"Connecticut Technical High School System","","2011-2012","Female","Student Enrollment","Number","4032"
"Connecticut Technical High School System","","2011-2012","Male","Student Enrollment","Number","6624"
"Connecticut Technical High School System","","2012-2013","Female","Student Enrollment","Number","4065"
"Connecticut Technical High School System","","2012-2013","Male","Student Enrollment","Number","6586"
"Connecticut Technical High School System","","2013-2014","Female","Student Enrollment","Number","4186"
"Connecticut Technical High School System","","2013-2014","Male","Student Enrollment","Number","6512"
"Connecticut Technical High School System","","2014-2015","Female","Student Enrollment","Number","4273"
"Connecticut Technical High School System","","2014-2015","Male","Student Enrollment","Number","6517"
"Connecticut Technical High School System","","2015-2016","Female","Student Enrollment","Number","4330"
"Connecticut Technical High School System","","2015-2016","Male","Student Enrollment","Number","6380"
"Connecticut Technical High School System","","2016-2017","Female","Student Enrollment","Number","4331"
"Connecticut Technical High School System","","2016-2017","Male","Student Enrollment","Number","6225"
"Cooperative Educational Services","","2007-2008","Female","Student Enrollment","Number","287"
"Cooperative Educational Services","","2007-2008","Male","Student Enrollment","Number","388"
"Cooperative Educational Services","","2008-2009","Female","Student Enrollment","Number","323"
"Cooperative Educational Services","","2008-2009","Male","Student Enrollment","Number","431"
"Cooperative Educational Services","","2009-2010","Female","Student Enrollment","Number","325"
"Cooperative Educational Services","","2009-2010","Male","Student Enrollment","Number","453"
"Cooperative Educational Services","","2010-2011","Female","Student Enrollment","Number","310"
"Cooperative Educational Services","","2010-2011","Male","Student Enrollment","Number","477"
"Cooperative Educational Services","","2011-2012","Female","Student Enrollment","Number","321"
"Cooperative Educational Services","","2011-2012","Male","Student Enrollment","Number","492"
"Cooperative Educational Services","","2012-2013","Female","Student Enrollment","Number","339"
"Cooperative Educational Services","","2012-2013","Male","Student Enrollment","Number","499"
"Cooperative Educational Services","","2013-2014","Female","Student Enrollment","Number","329"
"Cooperative Educational Services","","2013-2014","Male","Student Enrollment","Number","493"
"Cooperative Educational Services","","2014-2015","Female","Student Enrollment","Number","353"
"Cooperative Educational Services","","2014-2015","Male","Student Enrollment","Number","496"
"Cooperative Educational Services","","2015-2016","Female","Student Enrollment","Number","356"
"Cooperative Educational Services","","2015-2016","Male","Student Enrollment","Number","513"
"Cooperative Educational Services","","2016-2017","Female","Student Enrollment","Number","346"
"Cooperative Educational Services","","2016-2017","Male","Student Enrollment","Number","496"
"Cornwall School District","","2007-2008","Female","Student Enrollment","Number","63"
"Cornwall School District","","2007-2008","Male","Student Enrollment","Number","66"
"Cornwall School District","","2008-2009","Female","Student Enrollment","Number","60"
"Cornwall School District","","2008-2009","Male","Student Enrollment","Number","62"
"Cornwall School District","","2009-2010","Female","Student Enrollment","Number","60"
"Cornwall School District","","2009-2010","Male","Student Enrollment","Number","62"
"Cornwall School District","","2010-2011","Female","Student Enrollment","Number","56"
"Cornwall School District","","2010-2011","Male","Student Enrollment","Number","59"
"Cornwall School District","","2011-2012","Female","Student Enrollment","Number","50"
"Cornwall School District","","2011-2012","Male","Student Enrollment","Number","56"
"Cornwall School District","","2012-2013","Female","Student Enrollment","Number","46"
"Cornwall School District","","2012-2013","Male","Student Enrollment","Number","57"
"Cornwall School District","","2013-2014","Female","Student Enrollment","Number","42"
"Cornwall School District","","2013-2014","Male","Student Enrollment","Number","63"
"Cornwall School District","","2014-2015","Female","Student Enrollment","Number","35"
"Cornwall School District","","2014-2015","Male","Student Enrollment","Number","56"
"Cornwall School District","","2015-2016","Female","Student Enrollment","Number","33"
"Cornwall School District","","2015-2016","Male","Student Enrollment","Number","59"
"Cornwall School District","","2016-2017","Female","Student Enrollment","Number","28"
"Cornwall School District","","2016-2017","Male","Student Enrollment","Number","44"
"Coventry School District","","2007-2008","Female","Student Enrollment","Number","969"
"Coventry School District","","2007-2008","Male","Student Enrollment","Number","1047"
"Coventry School District","","2008-2009","Female","Student Enrollment","Number","958"
"Coventry School District","","2008-2009","Male","Student Enrollment","Number","1004"
"Coventry School District","","2009-2010","Female","Student Enrollment","Number","929"
"Coventry School District","","2009-2010","Male","Student Enrollment","Number","991"
"Coventry School District","","2010-2011","Female","Student Enrollment","Number","918"
"Coventry School District","","2010-2011","Male","Student Enrollment","Number","926"
"Coventry School District","","2011-2012","Female","Student Enrollment","Number","900"
"Coventry School District","","2011-2012","Male","Student Enrollment","Number","896"
"Coventry School District","","2012-2013","Female","Student Enrollment","Number","883"
"Coventry School District","","2012-2013","Male","Student Enrollment","Number","852"
"Coventry School District","","2013-2014","Female","Student Enrollment","Number","845"
"Coventry School District","","2013-2014","Male","Student Enrollment","Number","848"
"Coventry School District","","2014-2015","Female","Student Enrollment","Number","823"
"Coventry School District","","2014-2015","Male","Student Enrollment","Number","828"
"Coventry School District","","2015-2016","Female","Student Enrollment","Number","805"
"Coventry School District","","2015-2016","Male","Student Enrollment","Number","829"
"Coventry School District","","2016-2017","Female","Student Enrollment","Number","806"
"Coventry School District","","2016-2017","Male","Student Enrollment","Number","819"
"Cromwell School District","","2007-2008","Female","Student Enrollment","Number","988"
"Cromwell School District","","2007-2008","Male","Student Enrollment","Number","1012"
"Cromwell School District","","2008-2009","Female","Student Enrollment","Number","985"
"Cromwell School District","","2008-2009","Male","Student Enrollment","Number","1044"
"Cromwell School District","","2009-2010","Female","Student Enrollment","Number","1002"
"Cromwell School District","","2009-2010","Male","Student Enrollment","Number","1066"
"Cromwell School District","","2010-2011","Female","Student Enrollment","Number","978"
"Cromwell School District","","2010-2011","Male","Student Enrollment","Number","1054"
"Cromwell School District","","2011-2012","Female","Student Enrollment","Number","950"
"Cromwell School District","","2011-2012","Male","Student Enrollment","Number","1050"
"Cromwell School District","","2012-2013","Female","Student Enrollment","Number","951"
"Cromwell School District","","2012-2013","Male","Student Enrollment","Number","1034"
"Cromwell School District","","2013-2014","Female","Student Enrollment","Number","946"
"Cromwell School District","","2013-2014","Male","Student Enrollment","Number","1022"
"Cromwell School District","","2014-2015","Female","Student Enrollment","Number","946"
"Cromwell School District","","2014-2015","Male","Student Enrollment","Number","1038"
"Cromwell School District","","2015-2016","Female","Student Enrollment","Number","959"
"Cromwell School District","","2015-2016","Male","Student Enrollment","Number","1038"
"Cromwell School District","","2016-2017","Female","Student Enrollment","Number","970"
"Cromwell School District","","2016-2017","Male","Student Enrollment","Number","1034"
"Danbury School District","900118500","2007-2008","Female","Student Enrollment","Number","4992"
"Danbury School District","900118500","2007-2008","Male","Student Enrollment","Number","5186"
"Danbury School District","900118500","2008-2009","Female","Student Enrollment","Number","5089"
"Danbury School District","900118500","2008-2009","Male","Student Enrollment","Number","5261"
"Danbury School District","900118500","2009-2010","Female","Student Enrollment","Number","5130"
"Danbury School District","900118500","2009-2010","Male","Student Enrollment","Number","5353"
"Danbury School District","900118500","2010-2011","Female","Student Enrollment","Number","5213"
"Danbury School District","900118500","2010-2011","Male","Student Enrollment","Number","5481"
"Danbury School District","900118500","2011-2012","Female","Student Enrollment","Number","5282"
"Danbury School District","900118500","2011-2012","Male","Student Enrollment","Number","5540"
"Danbury School District","900118500","2012-2013","Female","Student Enrollment","Number","5336"
"Danbury School District","900118500","2012-2013","Male","Student Enrollment","Number","5614"
"Danbury School District","900118500","2013-2014","Female","Student Enrollment","Number","5259"
"Danbury School District","900118500","2013-2014","Male","Student Enrollment","Number","5534"
"Danbury School District","900118500","2014-2015","Female","Student Enrollment","Number","5359"
"Danbury School District","900118500","2014-2015","Male","Student Enrollment","Number","5586"
"Danbury School District","900118500","2015-2016","Female","Student Enrollment","Number","5406"
"Danbury School District","900118500","2015-2016","Male","Student Enrollment","Number","5751"
"Danbury School District","900118500","2016-2017","Female","Student Enrollment","Number","5509"
"Danbury School District","900118500","2016-2017","Male","Student Enrollment","Number","5862"
"Darien School District","900118850","2007-2008","Female","Student Enrollment","Number","2259"
"Darien School District","900118850","2007-2008","Male","Student Enrollment","Number","2403"
"Darien School District","900118850","2008-2009","Female","Student Enrollment","Number","2262"
"Darien School District","900118850","2008-2009","Male","Student Enrollment","Number","2470"
"Darien School District","900118850","2009-2010","Female","Student Enrollment","Number","2284"
"Darien School District","900118850","2009-2010","Male","Student Enrollment","Number","2507"
"Darien School District","900118850","2010-2011","Female","Student Enrollment","Number","2325"
"Darien School District","900118850","2010-2011","Male","Student Enrollment","Number","2530"
"Darien School District","900118850","2011-2012","Female","Student Enrollment","Number","2337"
"Darien School District","900118850","2011-2012","Male","Student Enrollment","Number","2496"
"Darien School District","900118850","2012-2013","Female","Student Enrollment","Number","2358"
"Darien School District","900118850","2012-2013","Male","Student Enrollment","Number","2522"
"Darien School District","900118850","2013-2014","Female","Student Enrollment","Number","2380"
"Darien School District","900118850","2013-2014","Male","Student Enrollment","Number","2549"
"Darien School District","900118850","2014-2015","Female","Student Enrollment","Number","2388"
"Darien School District","900118850","2014-2015","Male","Student Enrollment","Number","2544"
"Darien School District","900118850","2015-2016","Female","Student Enrollment","Number","2365"
"Darien School District","900118850","2015-2016","Male","Student Enrollment","Number","2519"
"Darien School District","900118850","2016-2017","Female","Student Enrollment","Number","2342"
"Darien School District","900118850","2016-2017","Male","Student Enrollment","Number","2486"
"Deep River School District","","2007-2008","Female","Student Enrollment","Number","192"
"Deep River School District","","2007-2008","Male","Student Enrollment","Number","197"
"Deep River School District","","2008-2009","Female","Student Enrollment","Number","177"
"Deep River School District","","2008-2009","Male","Student Enrollment","Number","178"
"Deep River School District","","2009-2010","Female","Student Enrollment","Number","173"
"Deep River School District","","2009-2010","Male","Student Enrollment","Number","178"
"Deep River School District","","2010-2011","Female","Student Enrollment","Number","180"
"Deep River School District","","2010-2011","Male","Student Enrollment","Number","174"
"Deep River School District","","2011-2012","Female","Student Enrollment","Number","183"
"Deep River School District","","2011-2012","Male","Student Enrollment","Number","176"
"Deep River School District","","2012-2013","Female","Student Enrollment","Number","176"
"Deep River School District","","2012-2013","Male","Student Enrollment","Number","174"
"Deep River School District","","2013-2014","Female","Student Enrollment","Number","167"
"Deep River School District","","2013-2014","Male","Student Enrollment","Number","166"
"Deep River School District","","2014-2015","Female","Student Enrollment","Number","155"
"Deep River School District","","2014-2015","Male","Student Enrollment","Number","161"
"Deep River School District","","2015-2016","Female","Student Enrollment","Number","144"
"Deep River School District","","2015-2016","Male","Student Enrollment","Number","162"
"Deep River School District","","2016-2017","Female","Student Enrollment","Number","132"
"Deep River School District","","2016-2017","Male","Student Enrollment","Number","153"
"Department of Mental Health and Addiction Services","","2007-2008","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2007-2008","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2008-2009","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2008-2009","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2009-2010","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2009-2010","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2010-2011","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2010-2011","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2011-2012","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2011-2012","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2012-2013","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2012-2013","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2013-2014","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2013-2014","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2014-2015","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2014-2015","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2015-2016","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2015-2016","Male","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2016-2017","Female","Student Enrollment","Number","-9999"
"Department of Mental Health and Addiction Services","","2016-2017","Male","Student Enrollment","Number","0"
"Derby School District","900919550","2007-2008","Female","Student Enrollment","Number","705"
"Derby School District","900919550","2007-2008","Male","Student Enrollment","Number","767"
"Derby School District","900919550","2008-2009","Female","Student Enrollment","Number","725"
"Derby School District","900919550","2008-2009","Male","Student Enrollment","Number","764"
"Derby School District","900919550","2009-2010","Female","Student Enrollment","Number","708"
"Derby School District","900919550","2009-2010","Male","Student Enrollment","Number","766"
